gene,fst,log2fold
Mcavernosa04802,0.038295557,-0.27536724
Mcavernosa04815,0,-0.170460149
Mcavernosa04827,0,-0.062304064
Mcavernosa04832,0.043741588,-0.269578647
Mcavernosa04941,0.175592032,1.093126524
Mcavernosa04848,0,0.391878073
Mcavernosa05469,0.175952848,0.503779645
Mcavernosa04871,0,0.446945655
Mcavernosa04873,0.066666667,1.098339138
Mcavernosa04886,0.044444444,-0.739990462
Mcavernosa04893,0.043478261,1.84805188
Mcavernosa04894,0.045669234,0.809451136
Mcavernosa04903,0,-0.378442196
Mcavernosa04916,0.039215686,0.104818906
Mcavernosa04918,0.067857143,-1.295031361
Mcavernosa04921,0,1.040504913
Mcavernosa14301,0.176062306,1.474801234
Mcavernosa04944,0.102414307,-0.15291087
Mcavernosa04947,0.014540575,-0.176160111
Mcavernosa04980,0,-0.21053243
Mcavernosa04983,0,-0.457532459
Mcavernosa04984,0.04769149,0.258945483
Mcavernosa04985,0,0.303294644
Mcavernosa04988,0.038461538,0.140996685
Mcavernosa04993,0.05297467,-0.297445151
Mcavernosa05004,0.058823529,0.522157513
Mcavernosa05007,0.016473906,-0.04571525
Mcavernosa05073,0.060389833,0.49614325
Mcavernosa07181,0.175634465,-0.202153059
Mcavernosa25351,0.176076822,-0.028497923
Mcavernosa19681,0.17647433,1.235396795
Mcavernosa05084,0.039473684,-0.226700099
Mcavernosa05095,0.045774648,0.260522987
Mcavernosa05098,0,0.67389834
Mcavernosa05105,0,0.53550365
Mcavernosa05126,0,0.201927819
Mcavernosa05135,0.136361821,0.000296388
Mcavernosa05139,0.0625,0.174539217
Mcavernosa05145,0.035714286,0.024817839
Mcavernosa05146,0.041666667,0.47816747
Mcavernosa05150,0.124378481,0.025031436
Mcavernosa05158,0.029850746,-0.42496142
Mcavernosa05160,0.04,0.077196034
Mcavernosa05178,0.081300813,-0.877742148
Mcavernosa05180,0,0.419730184
Mcavernosa05182,0.03524929,-0.219344387
Mcavernosa15227,0.176372547,-0.514030071
Mcavernosa05192,0.05444359,0.50918021
Mcavernosa04022,0.177262097,0.191987761
Mcavernosa05215,0.043478261,0.128726768
Mcavernosa05217,0.041666667,0.324488974
Mcavernosa05222,0.046632124,-0.434325823
Mcavernosa05248,0,-0.090959229
Mcavernosa05251,0.046153846,-0.083018005
Mcavernosa05261,0,0.303647985
Mcavernosa05264,0.03849383,-0.082105434
Mcavernosa05270,0.034482759,0.091120845
Mcavernosa05272,0.049132948,0.087971589
Mcavernosa05275,0.038961039,-0.494369691
Mcavernosa05287,0.026849764,0.96368682
Mcavernosa05301,0.036697248,-0.311527145
Mcavernosa05302,0.040816327,-1.305188612
Mcavernosa05323,0.047584715,-0.745803423
Mcavernosa05753,0.17704431,-0.580155509
Mcavernosa05341,0.177288389,-1.032340608
Mcavernosa05338,0.11887623,-0.870940216
Mcavernosa31788,0.178411806,1.039619565
Mcavernosa05344,0,-0.877111189
Mcavernosa05375,0.032258065,0.468193652
Mcavernosa05377,0.043145442,0.038145753
Mcavernosa05394,0.034768212,0.585719959
Mcavernosa05403,0.054951345,-0.107745767
Mcavernosa05404,0.048309179,-0.501366908
Mcavernosa05412,0.032183938,-0.00687621
Mcavernosa05414,0.098695737,1.291614958
Mcavernosa24489,0.178228377,-1.282159341
Mcavernosa05420,0.096241535,0.991401792
Mcavernosa07157,0.178735121,1.071665136
Mcavernosa05434,0.03296647,0.043417719
Mcavernosa05451,0.093627499,0.623417095
Mcavernosa05455,0.099273196,0.069229283
Mcavernosa04185,0.178680458,-0.890880129
Mcavernosa01019,0.178743248,-0.679152378
Mcavernosa05487,0.042970498,-0.175852381
Mcavernosa05490,0.035714286,1.360055432
Mcavernosa05492,0.043478261,0.177953962
Mcavernosa05494,0,-0.158513174
Mcavernosa05505,0.045454545,-0.106734077
Mcavernosa05513,0.066666667,0.044788351
Mcavernosa05515,0.063733708,0.426860261
Mcavernosa05522,0.038274182,0.204389109
Mcavernosa16631,0.178768513,-0.505138351
Mcavernosa13270,0.179150775,0.121835094
Mcavernosa05536,0.045454545,-0.059108259
Mcavernosa05540,0.042819139,-0.384320798
Mcavernosa05543,0.045454545,-0.219347003
Mcavernosa05546,0.041666667,0.521901856
Mcavernosa18310,0.179117939,-0.651644309
Mcavernosa05549,0.04932344,0.181370996
Mcavernosa05561,0.035906836,0.438543421
Mcavernosa00043,0.18073193,1.289549981
Mcavernosa05565,0.053280631,1.034781123
Mcavernosa05571,0,0.613858103
Mcavernosa05572,0.003127451,0.595763702
Mcavernosa05578,0.035714286,0.830284571
Mcavernosa05591,0,0.927701976
Mcavernosa05608,0.037037037,-1.793750436
Mcavernosa05610,0,0.062063819
Mcavernosa05623,0.04,0.022254355
Mcavernosa05655,0.031560153,0.092460335
Mcavernosa05667,0,-0.32194058
Mcavernosa05678,0.101033955,0.061202716
Mcavernosa05680,0.045454545,-0.10790218
Mcavernosa05684,0.043478261,-0.890685176
Mcavernosa05687,0.0388036,0.279357447
Mcavernosa05694,0.101632536,0.060973328
Mcavernosa05695,0.036359563,-0.308303204
Mcavernosa05697,0.041666667,0.143764077
Mcavernosa05698,0.149626247,-0.755534314
Mcavernosa05700,0.055192484,-0.129399417
Mcavernosa05701,0.042253521,0.066101531
Mcavernosa05706,0.035536076,-0.028781768
Mcavernosa05708,0.036378508,-0.192028033
Mcavernosa05728,0.04109589,0.025997911
Mcavernosa05729,0.047619048,0.431725105
Mcavernosa05734,0.038461538,-0.356105881
Mcavernosa05736,0.011383651,0.588006148
Mcavernosa05750,0.110850759,-0.0544826
Mcavernosa15385,0.181130849,0.676532056
Mcavernosa05780,0,-0.358598536
Mcavernosa05783,0.09867318,-0.419578447
Mcavernosa05790,0,-0.16732524
Mcavernosa05792,0.122590498,-0.543760954
Mcavernosa04652,0.181604219,0.154890717
Mcavernosa27725,0.181633199,1.76204977
Mcavernosa05818,0.047058824,0.102051796
Mcavernosa05819,0.035335689,-0.119295341
Mcavernosa05827,0.101962331,-0.671799522
Mcavernosa05829,0.03125,2.119997455
Mcavernosa05857,0.107569589,0.333179339
Mcavernosa05864,0.03890854,1.54485543
Mcavernosa05865,0.047619603,-0.526550959
Mcavernosa05867,0,0.158601671
Mcavernosa05869,0.04404333,0.233177282
Mcavernosa05871,0.048780488,-0.006629537
Mcavernosa27811,0.180358098,-1.97553988
Mcavernosa05889,0.035681511,-0.195162988
Mcavernosa05895,0.054124355,0.001152111
Mcavernosa05901,0,1.032339468
Mcavernosa05907,0.053833605,-0.666132617
Mcavernosa10542,0.181999403,1.113504659
Mcavernosa05922,0.075977633,-0.493241033
Mcavernosa05928,0.060465116,-0.444536667
Mcavernosa05931,0.041666667,-0.183489351
Mcavernosa05936,0.112160711,-0.1180421
Mcavernosa05938,0.148811765,0.213527346
Mcavernosa05957,0.029411765,0.717514044
Mcavernosa05958,0,0.024559149
Mcavernosa05968,0.100463814,-0.525301774
Mcavernosa31831,0.181643946,-1.989001718
Mcavernosa14833,0.182329754,-1.498122644
Mcavernosa05998,0.031681696,-0.527399176
Mcavernosa06015,0.044444444,-0.186393906
Mcavernosa06044,0.033333333,-0.716879864
Mcavernosa06045,0.034482759,-0.703514618
Mcavernosa06049,0.032258065,-0.294310363
Mcavernosa06068,0.035087719,0.271550676
Mcavernosa06078,0,-0.268131447
Mcavernosa06079,0.047296973,0.168677297
Mcavernosa06090,0,0.365652229
Mcavernosa06099,0.041309183,-0.465010917
Mcavernosa06103,0.032258065,0.595782461
Mcavernosa06104,0.046218487,0.48414302
Mcavernosa06116,0.0375,0.61947856
Mcavernosa06121,0.03030303,-0.57436964
Mcavernosa06123,0.019093146,-0.702383277
Mcavernosa06124,0.041137376,0.486719678
Mcavernosa16244,0.183512353,1.81652808
Mcavernosa06128,0.037735849,0.009471446
Mcavernosa06140,0,-0.370130948
Mcavernosa06159,0.035621609,0.058723382
Mcavernosa06172,0,1.446121102
Mcavernosa06183,0.04676995,0.350832641
Mcavernosa06184,0.050505051,-0.513011041
Mcavernosa06192,0.03030303,0.12436366
Mcavernosa05077,0.182994085,-0.187908518
Mcavernosa06225,0,-0.662274124
Mcavernosa06239,0.098887663,-0.454974019
Mcavernosa06250,0.040816327,-0.304168621
Mcavernosa06255,0.028571429,-0.291142188
Mcavernosa06257,0.04,-0.168805852
Mcavernosa06261,0.035714286,0.356263193
Mcavernosa06270,0.035364189,0.162640881
Mcavernosa06273,0.036036036,-0.310946603
Mcavernosa06282,0.027777778,0.326647963
Mcavernosa06283,0.040732554,-0.189290155
Mcavernosa06285,0.035216859,-0.362236379
Mcavernosa06288,0.043478261,-0.367959084
Mcavernosa06337,0.030270957,-0.035138573
Mcavernosa06358,0.037037037,-0.173292663
Mcavernosa06360,0,0.532420709
Mcavernosa06361,0.041254104,0.026005147
Mcavernosa06368,0.061200316,0.129607432
Mcavernosa06369,0.056058413,-0.003377668
Mcavernosa06388,0.035129907,-0.785374106
Mcavernosa20386,0.184937372,0.023057758
Mcavernosa06430,0.096310897,0.191895304
Mcavernosa06437,0.103437465,-0.175964336
Mcavernosa06438,0,0.447918971
Mcavernosa24160,0.18368003,-1.045256278
Mcavernosa06445,0.034090909,1.192663427
Mcavernosa06451,0.010493517,-0.194050298
Mcavernosa06453,0.03626943,0.118824016
Mcavernosa06457,0.029411765,-0.348202872
Mcavernosa06460,0.117596062,0.058944741
Mcavernosa06469,0.05294003,-0.153953608
Mcavernosa06471,0,-0.038295175
Mcavernosa06476,0.042421591,-0.403141126
Mcavernosa06479,0,0.462043877
Mcavernosa06480,0,-0.225715845
Mcavernosa06500,0.035460993,0.060800581
Mcavernosa25004,0.188230547,0.455208774
Mcavernosa06502,0.018082119,0.064474175
Mcavernosa06503,0.099847366,-0.360542106
Mcavernosa06504,0.138799628,0.640341853
Mcavernosa06506,0.039548023,-0.089185216
Mcavernosa06508,0.038402694,0.239812311
Mcavernosa06511,0.035730677,-0.941707423
Mcavernosa06512,0.043478261,-0.617329423
Mcavernosa06516,0.041666667,0.750337107
Mcavernosa06517,0.058823529,0.160871641
Mcavernosa06525,0.027777778,0.202362225
Mcavernosa06526,0,-0.187441919
Mcavernosa06547,0.035059418,1.097414503
Mcavernosa06552,0.068372858,-0.215161737
Mcavernosa20222,0.188289935,1.058263485
Mcavernosa06565,0,-0.027437183
Mcavernosa06581,0,-0.45438389
Mcavernosa06584,0.034364537,0.07142281
Mcavernosa06586,0.04,-0.243168388
Mcavernosa06596,0,-0.487128615
Mcavernosa06608,0.094408872,-0.239741859
Mcavernosa06610,0.040600867,1.421491792
Mcavernosa06612,0.132637616,0.060425425
Mcavernosa06617,0.047413265,-0.23497164
Mcavernosa06632,0,0.189629459
Mcavernosa06635,0.012772382,0.405658441
Mcavernosa06636,0.04,1.062318042
Mcavernosa06641,0.097406972,-0.105233221
Mcavernosa06643,0.052272727,0.941303531
Mcavernosa06645,0.043478261,0.328613379
Mcavernosa06648,0,0.860702692
Mcavernosa06652,0.039267146,-0.001406946
Mcavernosa06685,0.035087719,-0.084406128
Mcavernosa06686,0.061791857,-0.419258447
Mcavernosa06688,0.042120978,0.031865956
Mcavernosa24398,0.189203876,0.598753823
Mcavernosa06707,0.04783738,0.262345007
Mcavernosa06716,0.064329758,0.255630375
Mcavernosa06722,0.036101083,0.541767277
Mcavernosa06727,0,-0.204572575
Mcavernosa06730,0.042826552,0.348627219
Mcavernosa06748,0.036532038,-0.036807685
Mcavernosa02896,0.190171356,0.739467322
Mcavernosa06756,0.035087719,-0.26783321
Mcavernosa31703,0.191127079,0.104404877
Mcavernosa06761,0.039453718,0.55566606
Mcavernosa06763,0.059274013,-0.065943486
Mcavernosa23236,0.185344013,-1.132437872
Mcavernosa06773,0.035714286,-1.182400652
Mcavernosa06774,0.035714286,-0.161288167
Mcavernosa06777,0.058823529,-0.533750194
Mcavernosa06781,0.029614453,0.799571258
Mcavernosa06785,0.106296205,-0.216941727
Mcavernosa06796,0.045045909,-0.040882937
Mcavernosa06798,0.044642857,0.48072357
Mcavernosa06804,0.043010753,-0.926854349
Mcavernosa06813,0.045454545,-0.222081169
Mcavernosa06816,0,-0.245424501
Mcavernosa06818,0.039215686,-0.376673125
Mcavernosa22594,0.194215134,0.684850151
Mcavernosa06851,0.036144578,0.014591105
Mcavernosa05423,0.190658838,-0.277298886
Mcavernosa06855,0,0.653244357
Mcavernosa06858,0.054455446,0.220128324
Mcavernosa30850,0.191584729,-0.948485113
Mcavernosa31037,0.196749858,0.584048396
Mcavernosa06887,0.043478261,0.043997335
Mcavernosa06914,0.039215686,0.031774709
Mcavernosa06915,0.079550991,0.021297964
Mcavernosa06916,0.047120419,-0.436242365
Mcavernosa06926,0.038461538,0.470095176
Mcavernosa06930,0.09724188,0.20128542
Mcavernosa06959,0,0.276323742
Mcavernosa06963,0,0.189271939
Mcavernosa06966,0.032608696,1.631962502
Mcavernosa06973,0.045790305,-0.333088821
Mcavernosa06979,0.047297297,0.045520151
Mcavernosa06986,0.066666667,0.37227366
Mcavernosa06989,0,-0.197890057
Mcavernosa07014,0.024390244,0.849680247
Mcavernosa07024,0.046783626,-0.193331072
Mcavernosa07030,0,0.215794343
Mcavernosa07044,0,0.16948449
Mcavernosa21697,0.191759741,-0.305516106
Mcavernosa07051,0.034382903,-1.137541972
Mcavernosa07053,0.051544572,0.495239866
Mcavernosa07070,0.04,0.916446393
Mcavernosa07075,0.050772627,0.183539794
Mcavernosa07081,0,-0.670157733
Mcavernosa07084,0.013418261,-0.691165127
Mcavernosa07101,0,0.482788553
Mcavernosa01954,0.19702958,0.298756147
Mcavernosa07138,0.101186235,0.473910314
Mcavernosa17007,0.194134852,-1.694734339
Mcavernosa02286,0.198708089,1.359343015
Mcavernosa07167,0.043478261,-0.279379419
Mcavernosa07169,0.047169811,-0.085842789
Mcavernosa28528,0.194504564,-1.704117958
Mcavernosa07175,0.029850746,2.156885701
Mcavernosa27581,0.197022315,-0.603140131
Mcavernosa07190,0,0.030742941
Mcavernosa21807,0.197306513,-0.597220154
Mcavernosa07195,0.043761237,-0.336705387
Mcavernosa07200,0.04,0.472591882
Mcavernosa16864,0.19947706,1.898047345
Mcavernosa07243,0,0.224195344
Mcavernosa07247,0.046470511,-0.007082491
Mcavernosa07253,0.038961039,-0.325748114
Mcavernosa07254,0.032258065,0.339735305
Mcavernosa07269,0.043103448,-0.139388489
Mcavernosa07287,0,-0.518253275
Mcavernosa07288,0,0.154989721
Mcavernosa07304,0.037837838,-0.003927777
Mcavernosa07315,0.044444444,-0.036064413
Mcavernosa06873,0.19791635,-1.237145541
Mcavernosa07353,0.0375,-0.157162393
Mcavernosa07362,0.037037037,0.093931591
Mcavernosa07365,0,-0.387376016
Mcavernosa07381,0.041485614,0.01926026
Mcavernosa07407,0.03590732,-1.458505642
Mcavernosa07442,0.042553191,0.708335914
Mcavernosa07457,0.045454545,-0.101236132
Mcavernosa07461,0.040559441,-0.305071027
Mcavernosa07464,0.041237113,-0.325729431
Mcavernosa07470,0,-0.412240136
Mcavernosa07494,0.048453169,-1.342512084
Mcavernosa07498,0.032887701,1.06181909
Mcavernosa07504,0.036585366,0.263619158
Mcavernosa07505,0.016502947,0.096879018
Mcavernosa07508,0.036312849,-0.194039024
Mcavernosa09451,0.199252672,-1.673259165
Mcavernosa07535,0,-0.723243792
Mcavernosa07536,0.037904544,-0.039782455
Mcavernosa07538,0.040229885,0.089721418
Mcavernosa30953,0.204068855,1.86769132
Mcavernosa07547,0.033742331,-0.036438535
Mcavernosa07552,0.035087719,-0.321734018
Mcavernosa07556,0.045454545,-0.545352645
Mcavernosa07558,0.037037037,0.497557082
Mcavernosa07574,0.097067232,0.514433451
Mcavernosa07598,0,0.656015136
Mcavernosa07630,0.035335689,-0.926154633
Mcavernosa07636,0.043478261,1.559134584
Mcavernosa07540,0.199443979,-0.222551199
Mcavernosa07653,0.049107143,-0.645987492
Mcavernosa07656,0.04109589,-0.177646823
Mcavernosa07658,0.034930448,0.037287536
Mcavernosa07669,0.042105263,0.075099445
Mcavernosa03566,0.199915154,-1.152846863
Mcavernosa07692,0.099837529,0.49038371
Mcavernosa07706,0,0.055305513
Mcavernosa07710,0,-0.240171614
Mcavernosa02733,0.204713445,1.942959426
Mcavernosa07763,0.042780749,0.168605648
Mcavernosa07767,0.048543689,0.080654235
Mcavernosa07768,0.04040404,-0.549043221
Mcavernosa20513,0.202045645,-1.048610792
Mcavernosa07788,0,-0.318440183
Mcavernosa07791,0.106818233,0.48950389
Mcavernosa17560,0.205141531,0.58235925
Mcavernosa07796,0.040816327,0.084139586
Mcavernosa20625,0.205431573,0.057396835
Mcavernosa07799,0.034482759,0.21871871
Mcavernosa07802,0,0.296299899
Mcavernosa07813,0.043478261,0.361722101
Mcavernosa07814,0.041666667,0.378178345
Mcavernosa07823,0.008224342,0.044831435
Mcavernosa07828,0,0.073071789
Mcavernosa04429,0.205635109,0.74299868
Mcavernosa07834,0,0.297458817
Mcavernosa07841,0.096793126,-0.763728765
Mcavernosa07845,0.031746032,0.069681639
Mcavernosa07864,0.024065161,0.136136168
Mcavernosa07866,0.038615583,-0.164906406
Mcavernosa07873,0,0.302063005
Mcavernosa00380,0.204163032,-1.129321032
Mcavernosa32018,0.205882353,0.665038758
Mcavernosa07889,0.038608068,-0.456023588
Mcavernosa07894,0.03453179,0.482636333
Mcavernosa07903,0.042553191,0.449106663
Mcavernosa07910,0.045454545,0.911602242
Mcavernosa07925,0.038461538,-0.659076106
Mcavernosa01263,0.20549533,-1.355926577
Mcavernosa08012,0.046944134,0.346169187
Mcavernosa18529,0.206317394,0.101895233
Mcavernosa08041,0.097080698,-0.369984769
Mcavernosa08046,0.041255167,-0.551921493
Mcavernosa08056,0.03030303,0.443955772
Mcavernosa08061,0,1.112935418
Mcavernosa08087,0.099554132,1.624087203
Mcavernosa08092,0.034090909,0.331714399
Mcavernosa08100,0.017822492,0.203738695
Mcavernosa08153,0.03578317,0.392503662
Mcavernosa08160,0,0.172320627
Mcavernosa08175,0.035470668,0.602702365
Mcavernosa08178,0.026315789,0.169894794
Mcavernosa08182,0.101160116,-0.413313288
Mcavernosa08187,0.070594736,1.760434972
Mcavernosa08196,0.035714286,-0.381625284
Mcavernosa08205,0.03875969,-0.817001258
Mcavernosa15135,0.206795059,0.092003524
Mcavernosa08220,0,0.40344849
Mcavernosa08221,0,0.23251376
Mcavernosa08224,0.062777297,0.060351016
Mcavernosa10743,0.205876549,-1.290607753
Mcavernosa08231,0.035087719,-0.080120981
Mcavernosa32429,0.207156642,0.527757986
Mcavernosa08239,0.03030303,-0.085304967
Mcavernosa08241,0.042688916,0.815047898
Mcavernosa05082,0.207107111,-0.403011954
Mcavernosa08293,0.0361129,0.25900464
Mcavernosa08295,0.039215686,0.562675841
Mcavernosa08299,0.040540541,0.201822948
Mcavernosa01278,0.208365846,0.141779926
Mcavernosa08313,0.034301395,-0.292092343
Mcavernosa08323,0,0.640995909
Mcavernosa08326,0.043478261,0.568812309
Mcavernosa08331,0.032258065,-0.136124147
Mcavernosa12711,0.207171788,-1.124878101
Mcavernosa08348,0.04,-0.790680606
Mcavernosa08349,0,-0.01426767
Mcavernosa08379,0.053690879,-0.124035401
Mcavernosa08384,0.049019608,-0.313391155
Mcavernosa08385,0.037015044,0.50470056
Mcavernosa08391,0.045454545,0.13971438
Mcavernosa08392,0.037185179,-0.025167927
Mcavernosa01959,0.207284088,-0.809857705
Mcavernosa08397,0.035714286,-0.345841385
Mcavernosa08428,0.114388559,0.448515387
Mcavernosa08430,0.044444444,0.984765453
Mcavernosa08444,0.034345572,0.18481457
Mcavernosa09215,0.207407062,-1.863184088
Mcavernosa08451,0.098339079,-0.546526063
Mcavernosa06753,0.207858219,-1.690533096
Mcavernosa14110,0.209123337,1.540579157
Mcavernosa08505,0.053251219,0.448855897
Mcavernosa29875,0.209009357,-1.744708728
Mcavernosa08560,0.035087719,0.211983115
Mcavernosa08566,0,0.062707099
Mcavernosa00678,0.209229111,0.472126915
Mcavernosa08570,0.03883675,0.595728127
Mcavernosa08572,0.051020408,-0.039527531
Mcavernosa08603,0.050637101,0.230656418
Mcavernosa08604,0.045454545,-0.438733019
Mcavernosa08605,0.024390244,0.482027365
Mcavernosa08610,0,0.289816226
Mcavernosa08611,0,0.588336258
Mcavernosa08616,0.031746032,-0.766327388
Mcavernosa08632,0.149178904,0.508716301
Mcavernosa08633,0.04,0.315063651
Mcavernosa08636,0.114307776,-0.309849044
Mcavernosa08646,0.042553191,0.357189422
Mcavernosa08648,0,0.239547318
Mcavernosa08663,0.042553191,0.581078379
Mcavernosa08666,0.035089841,0.006704629
Mcavernosa08670,0.043478261,-0.207860486
Mcavernosa08671,0.042553191,-0.350000359
Mcavernosa08678,0.033148732,1.159222462
Mcavernosa25448,0.209803997,1.208609575
Mcavernosa08689,0.125304843,0.242477056
Mcavernosa08695,0.037202857,0.971791801
Mcavernosa08696,0.047413265,1.107669762
Mcavernosa08703,0.041666667,0.004109342
Mcavernosa08712,0.051339286,-0.560760778
Mcavernosa08715,0,0.145704212
Mcavernosa08721,0.041666667,-0.767979642
Mcavernosa08724,0.047419122,-0.138800673
Mcavernosa08737,0.097150275,-0.419327505
Mcavernosa08011,0.210257082,0.828057049
Mcavernosa08740,0.038393175,-0.910135667
Mcavernosa08746,0.111545546,-0.460415143
Mcavernosa08748,0,-0.106802501
Mcavernosa08749,0.103763465,0.386660566
Mcavernosa08752,0,-0.302577712
Mcavernosa08753,0,-0.523372667
Mcavernosa08758,0,0.268849256
Mcavernosa08759,0.032285292,-0.120271335
Mcavernosa08763,0,-0.45900137
Mcavernosa08775,0.037101696,-0.206016409
Mcavernosa08777,0.035599709,0.075837324
Mcavernosa08780,0.026958556,1.191269611
Mcavernosa08783,0.038461538,0.140114508
Mcavernosa08789,0,-0.450785692
Mcavernosa08827,0.041995392,0.098231899
Mcavernosa08828,0.035272133,0.185519011
Mcavernosa08830,0.053374155,-0.422997482
Mcavernosa08845,0.046511628,-0.185173934
Mcavernosa08846,0.035714286,-0.103903794
Mcavernosa08853,0.039215686,-0.265704384
Mcavernosa08858,0.045454545,0.920193486
Mcavernosa08859,0.047619048,-0.775295696
Mcavernosa08868,0.038728933,-0.018609645
Mcavernosa08869,0.043010753,1.044353378
Mcavernosa08890,0.041378246,-0.915608094
Mcavernosa08892,0.037251184,-0.028861487
Mcavernosa08922,0,-0.460448225
Mcavernosa08925,0.102664184,-0.227232596
Mcavernosa08927,0.043478261,-0.616809874
Mcavernosa08946,0.035087719,0.741521709
Mcavernosa16996,0.209851517,-0.794950897
Mcavernosa08958,0,0.309840283
Mcavernosa08964,0.147894354,-0.215583165
Mcavernosa08977,0.042253521,-0.242220409
Mcavernosa08979,0.043037975,-0.496743744
Mcavernosa08981,0.052825553,-0.032975709
Mcavernosa08490,0.210030744,-0.90346561
Mcavernosa09003,0,0.302175342
Mcavernosa09007,0.041258885,-1.123054395
Mcavernosa03821,0.21055871,1.623811482
Mcavernosa09011,0.099909923,-0.152287834
Mcavernosa09033,0.039258173,0.2729438
Mcavernosa09053,0.036363636,0.47432871
Mcavernosa09054,0.091269399,0.064373266
Mcavernosa09056,0.038461538,0.255078672
Mcavernosa09057,0.037808642,1.058001822
Mcavernosa09058,0,0.177545848
Mcavernosa02133,0.212833333,1.278774262
Mcavernosa09071,0.029850746,0.332225423
Mcavernosa09078,0,-0.218825359
Mcavernosa09089,0.036435842,0.088466011
Mcavernosa09090,0,-0.734125728
Mcavernosa09094,0.112216956,1.364260174
Mcavernosa08569,0.211154597,-1.374102052
Mcavernosa09116,0.065127264,-0.20270209
Mcavernosa09123,0.035689699,0.285942379
Mcavernosa09125,0.040650407,-0.146089585
Mcavernosa09139,0.046970859,-1.296738464
Mcavernosa09157,0.033167496,0.522919572
Mcavernosa09159,0.051423584,-0.166154061
Mcavernosa09164,0.037037037,0.568714485
Mcavernosa09169,0,0.259190793
Mcavernosa09175,0,0.584191026
Mcavernosa24717,0.212426071,-1.129096523
Mcavernosa09191,0.104330709,0.22412964
Mcavernosa09199,0.040650407,0.414081776
Mcavernosa09211,0.037735849,-0.456997154
Mcavernosa09212,0.014402253,0.123488487
Mcavernosa09213,0.04,0.092339217
Mcavernosa22925,0.214818994,-0.654498287
Mcavernosa09219,0.016068232,-0.763902977
Mcavernosa09229,0,-1.18227106
Mcavernosa09249,0.040268456,-0.234140485
Mcavernosa09251,0.088760867,0.238274853
Mcavernosa20975,0.213099619,1.705666457
Mcavernosa09262,0.038509254,0.088843341
Mcavernosa09268,0.008386884,0.878198723
Mcavernosa09271,0,-0.313800789
Mcavernosa09273,0.038626214,0.579189884
Mcavernosa09275,0.04494382,0.189929796
Mcavernosa09280,0.037974684,-0.5612807
Mcavernosa09303,0.042016807,-0.149676482
Mcavernosa09316,0.045454545,-0.048641058
Mcavernosa09332,0.006508518,0.597627424
Mcavernosa09338,0,0.305365976
Mcavernosa09340,0,0.398432614
Mcavernosa09349,0.031438278,1.914739904
Mcavernosa09350,0.058801224,-0.051549183
Mcavernosa09357,0.04294699,0.227952188
Mcavernosa09358,0.038461538,0.563780697
Mcavernosa09359,0.116670769,-0.299485112
Mcavernosa00646,0.21316274,0.888843655
Mcavernosa09366,0.037591703,-0.01468976
Mcavernosa09371,0.035714286,-0.090367956
Mcavernosa09375,0.038447874,0.451604855
Mcavernosa09390,0.034482759,-0.214374013
Mcavernosa09394,0.041666667,0.480352657
Mcavernosa09409,0.036171472,0.920846144
Mcavernosa09431,0.099918934,-0.317836404
Mcavernosa09432,0.0488,0.045162674
Mcavernosa09436,0.05,0.601031334
Mcavernosa00389,0.213323359,1.849430806
Mcavernosa09457,0.047759932,-0.574128729
Mcavernosa06871,0.214281327,2.398037508
Mcavernosa09491,0.042156253,-0.409872899
Mcavernosa09495,0.107826801,-0.063742562
Mcavernosa09501,0.034757761,-2.617489266
Mcavernosa09536,0.035029449,-0.123101133
Mcavernosa32468,0.214573902,1.388507666
Mcavernosa09554,0.148488451,-0.242748598
Mcavernosa09575,0.036446439,0.443343263
Mcavernosa09601,0.098552419,-0.341200246
Mcavernosa09602,0.041322314,-0.442338433
Mcavernosa09612,0.041322314,0.211130667
Mcavernosa25490,0.214625031,1.734354952
Mcavernosa09635,0.100298027,0.705255116
Mcavernosa09640,0.050375399,-0.182758215
Mcavernosa09649,0.027777778,0.358654959
Mcavernosa17309,0.21510679,2.231953139
Mcavernosa05970,0.215462795,-0.394623135
Mcavernosa09674,0.042553191,-0.247248421
Mcavernosa09685,0,0.081267257
Mcavernosa09687,0,0.043971992
Mcavernosa09689,0.040816327,-0.386208818
Mcavernosa09693,0.04,-0.06292572
Mcavernosa09710,0.216841039,0.644413316
Mcavernosa09718,0.047344476,-0.045454984
Mcavernosa09731,0.045454545,0.442686787
Mcavernosa09736,0.045454545,-0.863061771
Mcavernosa09745,0,0.465607901
Mcavernosa09859,0.063712807,0.276074959
Mcavernosa09861,0.042553191,-0.050400044
Mcavernosa09868,0.108006074,1.340511683
Mcavernosa09875,0.042682927,0.929912195
Mcavernosa09879,0.045454545,-0.61056482
Mcavernosa09880,0.037931034,-0.366170135
Mcavernosa28949,0.216408423,-1.475217622
Mcavernosa09908,0.13676263,0.937322913
Mcavernosa32116,0.216580857,-0.436416636
Mcavernosa09932,0.144579909,-0.404363021
Mcavernosa09939,0.035714286,-0.495957659
Mcavernosa09949,0.035113927,-0.743965517
Mcavernosa09964,0.039473684,-0.590046152
Mcavernosa09972,0,0.523558819
Mcavernosa09975,0.035001236,-0.512996224
Mcavernosa09976,0.114043619,0.868074505
Mcavernosa03463,0.216823434,-1.152508498
Mcavernosa10007,0,0.011340969
Mcavernosa10008,0.04137931,-0.368353443
Mcavernosa10032,0,-0.236821834
Mcavernosa10072,0.033783784,0.237380048
